1000	18487.3
2000	16978.8
3000	15775.7
4000	15083.1
5000	14316.8
6000	14030.9
7000	13862.8
8000	13576.5
9000	13316.9
10000	12991.9
11000	12289.1
12000	12150.4
13000	11828
14000	11650.4
16000	11600
17000	11548.2
